Prominence Rank,Prominence (m),Height (m),Dominance (%),Peak Name,Country,Location,Google Map Link,Open Street Map Link,Lat/Lon,Map 1:50 000,Map 1:25 000,Grid Ref,Section,Peak Number,Section Order,Family Size,Prominence Group,Height Group,Traditional List,Notes,Wikipedia,"Adapted from 2010 Jim Bloomer, Roddy Urquhart and UK Metric Association"
453,288,730,0.39,Beinn na Gainimh,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.487747493347115,-3.8894661994237745",https://www.openstreetmap.org/search?query=56.487747493347115%2C-3.8894661994237745,"56.487747493347115,-3.8894661994237745",52,379W,NN 83750 34450,01A,286.8010101,101.8010101,,P200,H500,Graham,,NA,
456,287,501,0.57,Carn a'Bhodaich,S,The Aird,"https://www.google.com/maps/search/?api=1&query=57.40529087130015,-4.38198894160459",https://www.openstreetmap.org/search?query=57.40529087130015%2C-4.38198894160459,"57.40529087130015,-4.38198894160459",26,416N,NH 56988 37496,12B,149.1510101,167.1510101,,P200,H500,Marilyn,,NA,
456,287,572,0.5,Beinn an t-Sidhein,S,Trossachs,"https://www.google.com/maps/search/?api=1&query=56.330712985882656,-4.351612102705891",https://www.openstreetmap.org/search?query=56.330712985882656%2C-4.351612102705891,"56.330712985882656,-4.351612102705891",57,365N,NN 54700 17855,01C,292.3010101,107.3010101,,P200,H500,Marilyn,,NA,
458,286,511,0.56,Stronend,S,Fintry Hills,"https://www.google.com/maps/search/?api=1&query=56.07837892052225,-4.2040296174177865",https://www.openstreetmap.org/search?query=56.07837892052225%2C-4.2040296174177865,"56.07837892052225,-4.2040296174177865",57,348,NS 62925 89475,26A,298.3010101,231.3010101,,P200,H500,Marilyn,,NA,
458,286,609,0.47,Mynydd Troed,W,Black Mountains,"https://www.google.com/maps/search/?api=1&query=51.95532869083759,-3.215515812609064",https://www.openstreetmap.org/search?query=51.95532869083759%2C-3.215515812609064,"51.95532869083759,-3.215515812609064",161,13N,SO 16567 29236,32A,384.2010101,247.2010101,2,P200,H500,Dewey,,http://en.wikipedia.org/wiki/Mynydd_Troed,
458,286,778,0.37,Mount Battock,S,Lower Grampians,"https://www.google.com/maps/search/?api=1&query=56.949192299206445,-2.741962451309122",https://www.openstreetmap.org/search?query=56.949192299206445%2C-2.741962451309122,"56.949192299206445,-2.741962451309122",44,395,NO 54964 84460,07B,215.3010101,140.3010101,4,P200,H750,Corbett,,NA,
461,284,994,0.29,Carn an Fhidhleir,S,Glen Tromie to Glen Tilt,"https://www.google.com/maps/search/?api=1&query=56.93585248026788,-3.801621551432075",https://www.openstreetmap.org/search?query=56.93585248026788%2C-3.801621551432075,"56.93585248026788,-3.801621551432075",43,394E,NN 90470 84175,06A,211.5810101,141.5810101,6,P200,H750,Munro,,NA,
462,283,668,0.42,Binnein Shios,S,Ardverikie,"https://www.google.com/maps/search/?api=1&query=56.939329075538126,-4.477758211614128",https://www.openstreetmap.org/search?query=56.939329075538126%2C-4.477758211614128,"56.939329075538126,-4.477758211614128","34,42",393,NN 49350 85850,04B,219.4010101,136.4010101,,P200,H500,Graham,,NA,
462,283,762,0.37,High Raise,E,Lakes: C Fells,"https://www.google.com/maps/search/?api=1&query=54.47592038747157,-3.111305877528841",https://www.openstreetmap.org/search?query=54.47592038747157%2C-3.111305877528841,"54.47592038747157,-3.111305877528841","89,90","4S,6N",NY 28085 09520,34B,336.1510101,251.1510101,3,P200,H750,Hewitt,,http://en.wikipedia.org/wiki/High_Raise_%28Langdale%29,
462,283,766,0.37,Beinn Liath Mhor a'Ghiubhais Li,S,The Fannaichs,"https://www.google.com/maps/search/?api=1&query=57.69858794783422,-4.886336754236402",https://www.openstreetmap.org/search?query=57.69858794783422%2C-4.886336754236402,"57.69858794783422,-4.886336754236402",20,436S,NH 28085 71305,14B,122.2010101,180.2010101,3,P200,H750,Corbett,,NA,
462,283,1090,0.26,Bynack More,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.137708917735516,-3.5846972004977085",https://www.openstreetmap.org/search?query=57.137708917735516%2C-3.5846972004977085,"57.137708917735516,-3.5846972004977085",36,"403N,403S,404N,404S",NJ 04190 06315,08A,211.4610101,141.4610101,8,P200,H1000,Munro,,http://en.wikipedia.org/wiki/Bynack_More,
466,282,611,0.46,Cruach nam Mult,S,Cowal,"https://www.google.com/maps/search/?api=1&query=56.20718753369235,-4.9544253585711795",https://www.openstreetmap.org/search?query=56.20718753369235%2C-4.9544253585711795,"56.20718753369235,-4.9544253585711795",56,363N,NN 16850 05550,19C,274.3010101,220.3010101,2,P200,H500,Graham,,NA,
466,282,651,0.43,Blackhope Scar,S,Moorfoot Hills,"https://www.google.com/maps/search/?api=1&query=55.723569658249055,-3.0917113680417763",https://www.openstreetmap.org/search?query=55.723569658249055%2C-3.0917113680417763,"55.723569658249055,-3.0917113680417763",73,337,NT 31525 48335,28A,304.5310101,235.5310101,3,P200,H500,Graham,,NA,
468,280,514,0.54,A'Chruach,S,Arran,"https://www.google.com/maps/search/?api=1&query=55.553117932980115,-5.220400784356347",https://www.openstreetmap.org/search?query=55.553117932980115%2C-5.220400784356347,"55.553117932980115,-5.220400784356347","68,69","361N,361S",NR 96970 33535,20C,580.6010101,223.6010101,2,P200,H500,Marilyn,,NA,
468,280,543,0.52,Meall na Suiramach,S,Skye - Trotternish,"https://www.google.com/maps/search/?api=1&query=57.64288945210071,-6.28129261409624",https://www.openstreetmap.org/search?query=57.64288945210071%2C-6.28129261409624,"57.64288945210071,-6.28129261409624",23,408,NG 44615 69510,17A,525.2010101,197.2010101,,P200,H500,Marilyn,,NA,
468,280,676,0.41,Beinn Suidhe,S,Glen Etive to Glen Lochy,"https://www.google.com/maps/search/?api=1&query=56.51834435347425,-4.908288468246887",https://www.openstreetmap.org/search?query=56.51834435347425%2C-4.908288468246887,"56.51834435347425,-4.908288468246887",50,377E,NN 21175 40045,03C,246.5010101,127.5010101,,P200,H500,Graham,,NA,
468,280,725,0.39,Fan Gyhirych,W,Beacons,"https://www.google.com/maps/search/?api=1&query=51.858995988967116,-3.6269566233127373",https://www.openstreetmap.org/search?query=51.858995988967116%2C-3.6269566233127373,"51.858995988967116,-3.6269566233127373",160,12W,SN 88055 19075,32A,388.3010101,246.3010101,2,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Fan_Gyhirych,
468,280,787,0.36,Beinn a'Chaisteil,S,Easter Ross,"https://www.google.com/maps/search/?api=1&query=57.78077126359745,-4.7429155093439785",https://www.openstreetmap.org/search?query=57.78077126359745%2C-4.7429155093439785,"57.78077126359745,-4.7429155093439785",20,437N,NH 37000 80095,15B,121.3510101,182.3510101,5,P200,H750,Corbett,,NA,
473,279,562,0.5,Glas Bheinn,S,Jura,"https://www.google.com/maps/search/?api=1&query=55.85729380796363,-5.99570716863225",https://www.openstreetmap.org/search?query=55.85729380796363%2C-5.99570716863225,"55.85729380796363,-5.99570716863225",61,355S,NR 50045 69900,20A,575.5010101,222.5010101,2,P200,H500,Marilyn,,NA,
474,278,781,0.36,Corryhabbie Hill,S,Tomintoul to Banff,"https://www.google.com/maps/search/?api=1&query=57.344533188994326,-3.196421440796581",https://www.openstreetmap.org/search?query=57.344533188994326%2C-3.196421440796581,"57.344533188994326,-3.196421440796581",37,420W,NJ 28092 28858,21A,211.4410101,141.4410101,,P200,H750,Corbett,,NA,
475,277,749,0.37,Sgurr Choinich,S,Clunes Hills,"https://www.google.com/maps/search/?api=1&query=57.00770432143197,-5.084698571434708",https://www.openstreetmap.org/search?query=57.00770432143197%2C-5.084698571434708,"57.00770432143197,-5.084698571434708",34,399,NN 12780 94960,10C,199.4010101,152.4010101,2,P200,H500,Graham,,NA,
475,277,945,0.29,Stob a'Choire Odhair,S,Black Mount,"https://www.google.com/maps/search/?api=1&query=56.573265206577986,-4.8382545360698455",https://www.openstreetmap.org/search?query=56.573265206577986%2C-4.8382545360698455,"56.573265206577986,-4.8382545360698455",50,"377E,384",NN 25735 45975,03C,242.3010101,129.3010101,,P200,H750,Munro,,http://en.wikipedia.org/wiki/Stob_a%27_Choire_Odhair,
477,276,654,0.42,Harter Fell,E,Lakes: S Fells,"https://www.google.com/maps/search/?api=1&query=54.386903252583394,-3.204528516211172",https://www.openstreetmap.org/search?query=54.386903252583394%2C-3.204528516211172,"54.386903252583394,-3.204528516211172",96,6N,SD 21875 99715,34D,336.2510101,251.2510101,,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Harter_Fell_%28Eskdale%29,
477,276,765,0.36,Braigh nan Uamhachan,S,Locheil,"https://www.google.com/maps/search/?api=1&query=56.92675390996799,-5.328377435992823",https://www.openstreetmap.org/search?query=56.92675390996799%2C-5.328377435992823,"56.92675390996799,-5.328377435992823",40,398E,NM 97550 86650,10D,176.2010101,155.2010101,2,P200,H750,Corbett,,NA,
479,274,611,0.45,Foel Goch,W,Arenigs,"https://www.google.com/maps/search/?api=1&query=52.9677744106136,-3.559144679558424",https://www.openstreetmap.org/search?query=52.9677744106136%2C-3.559144679558424,"52.9677744106136,-3.559144679558424",125,18E,SH 95385 42295,30D,352.3510101,241.3510101,,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Foel_Goch_(Arenig),
480,273,632,0.43,Tullich Hill,S,Luss Hills,"https://www.google.com/maps/search/?api=1&query=56.16786206980313,-4.750016554708792",https://www.openstreetmap.org/search?query=56.16786206980313%2C-4.750016554708792,"56.16786206980313,-4.750016554708792",56,364S,NN 29350 00650,01E,278.2010101,113.2010101,,P200,H500,Graham,,NA,
480,273,719,0.38,Meall Buidhe,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.418872942069136,-4.308732826676658",https://www.openstreetmap.org/search?query=56.418872942069136%2C-4.308732826676658,"56.418872942069136,-4.308732826676658",51,365N,NN 57680 27575,01A,286.5010101,101.5010101,2,P200,H500,Graham,,NA,
480,273,761,0.36,Cnoc Coinnich,S,Ardgoil,"https://www.google.com/maps/search/?api=1&query=56.166573148612166,-4.8465847563327245",https://www.openstreetmap.org/search?query=56.166573148612166%2C-4.8465847563327245,"56.166573148612166,-4.8465847563327245",56,363N,NN 23350 00750,19C,272.3010101,219.3010101,2,P200,H750,Graham,,NA,
480,273,879,0.31,Creag Uchdag,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.46521131218801,-4.09807354848464",https://www.openstreetmap.org/search?query=56.46521131218801%2C-4.09807354848464,"56.46521131218801,-4.09807354848464","51,52",378E,NN 70830 32315,01A,286.3010101,101.3010101,4,P200,H750,Corbett,,NA,
484,272,555,0.49,Moel Famau,W,Clwydian Hills,"https://www.google.com/maps/search/?api=1&query=53.154530710296335,-3.255885404923797",https://www.openstreetmap.org/search?query=53.154530710296335%2C-3.255885404923797,"53.154530710296335,-3.255885404923797",116,265,SJ 16115 62670,30C,352.5010101,241.5010101,2,P200,H500,Dewey,height of tower/viewpoint is 562m,NA,
484,272,680,0.4,Meall na Faochaig,S,Strathconon,"https://www.google.com/maps/search/?api=1&query=57.5289525986057,-4.911837455640926",https://www.openstreetmap.org/search?query=57.5289525986057%2C-4.911837455640926,"57.5289525986057,-4.911837455640926",25,430,NH 25755 52495,12A,144.2010101,163.2010101,,P200,H500,Graham,,NA,
486,271,909,0.3,Beinn nan Oighreag,S,Glen Lochay Hills,"https://www.google.com/maps/search/?api=1&query=56.54001368463552,-4.373197981355919",https://www.openstreetmap.org/search?query=56.54001368463552%2C-4.373197981355919,"56.54001368463552,-4.373197981355919",51,378W,NN 54170 41190,02B,256.4010101,117.4010101,,P200,H750,Corbett,,NA,
486,271,926,0.29,Beinn Liath Mhor,S,Coulin,"https://www.google.com/maps/search/?api=1&query=57.511999967287565,-5.400594673893341",https://www.openstreetmap.org/search?query=57.511999967287565%2C-5.400594673893341,"57.511999967287565,-5.400594673893341",25,429,NG 96410 51970,13B,133.3010101,171.3010101,,P200,H750,Munro,,NA,
486,271,1010,0.27,Sgurr Eilde Mor,S,Mamores,"https://www.google.com/maps/search/?api=1&query=56.75000352273006,-4.8954237967825875",https://www.openstreetmap.org/search?query=56.75000352273006%2C-4.8954237967825875,"56.75000352273006,-4.8954237967825875",41,392,NN 23055 65785,04A,225.2010101,131.2010101,,P200,H1000,Munro,,http://en.wikipedia.org/wiki/Sgurr_Eilde_M%C3%B2r,
489,270,522,0.52,Nutberry Hill,S,Lanarkshire,"https://www.google.com/maps/search/?api=1&query=55.582087036528584,-3.9946929208923287",https://www.openstreetmap.org/search?query=55.582087036528584%2C-3.9946929208923287,"55.582087036528584,-3.9946929208923287",71,335,NS 74360 33855,27A,304.9310101,235.9310101,,P200,H500,Marilyn,,NA,
489,270,544,0.5,Beinn an Eoin,S,Assynt,"https://www.google.com/maps/search/?api=1&query=58.034211673703226,-4.729274083227749",https://www.openstreetmap.org/search?query=58.034211673703226%2C-4.729274083227749,"58.034211673703226,-4.729274083227749",16,440S,NC 38950 08265,16E,111.2010101,191.2010101,,P200,H500,Marilyn,,NA,
489,270,814,0.33,An Sidhean,S,Strathconon,"https://www.google.com/maps/search/?api=1&query=57.46236626071929,-5.050048690712596",https://www.openstreetmap.org/search?query=57.46236626071929%2C-5.050048690712596,"57.46236626071929,-5.050048690712596",25,430,NH 17150 45450,12A,147.2010101,166.2010101,2,P200,H750,Corbett,,NA,
492,269,706,0.38,Carn a'Chaochain,S,Glen Moriston,"https://www.google.com/maps/search/?api=1&query=57.216660597876405,-4.9242845500351216",https://www.openstreetmap.org/search?query=57.216660597876405%2C-4.9242845500351216,"57.216660597876405,-4.9242845500351216",34,415,NH 23515 17780,11B,156.6010101,162.6010101,5,P200,H500,Graham,,NA,
492,269,762,0.35,Beinn na h-Uamha,S,Ardgour,"https://www.google.com/maps/search/?api=1&query=56.74271199267211,-5.407447459534872",https://www.openstreetmap.org/search?query=56.74271199267211%2C-5.407447459534872,"56.74271199267211,-5.407447459534872",40,391,NM 91720 66415,18B,187.4010101,212.4010101,,P200,H750,Corbett,,NA,
494,268,567,0.47,Beinn a'Mhonicag,S,Glen Roy - west side,"https://www.google.com/maps/search/?api=1&query=56.92890627933021,-4.815006926123263",https://www.openstreetmap.org/search?query=56.92890627933021%2C-4.815006926123263,"56.92890627933021,-4.815006926123263","34,41",400,NN 28790 85485,09C,201.6010101,142.6010101,,P200,H500,Marilyn,,NA,
494,268,916,0.29,Beinn a'Chlaidheimh,S,Fisherfield,"https://www.google.com/maps/search/?api=1&query=57.7457996656091,-5.259056052444252",https://www.openstreetmap.org/search?query=57.7457996656091%2C-5.259056052444252,"57.7457996656091,-5.259056052444252",19,"435N,435S",NH 06135 77565,14A,126.2010101,177.2010101,,P200,H750,Munro,,NA,
496,267,535,0.5,Meikle Says Law,S,Lammermuirs,"https://www.google.com/maps/search/?api=1&query=55.84699400302691,-2.6704175982298866",https://www.openstreetmap.org/search?query=55.84699400302691%2C-2.6704175982298866,"55.84699400302691,-2.6704175982298866",67,345E,NT 58120 61735,28A,304.6110101,235.6110101,2,P200,H500,Marilyn,Greatest distance from ancestral P1000 - 322 km,http://en.wikipedia.org/wiki/Lammermuir_Hills,
496,267,700,0.38,Slat Bheinn,S,Knoydart,"https://www.google.com/maps/search/?api=1&query=57.06808144748047,-5.449044337755646",https://www.openstreetmap.org/search?query=57.06808144748047%2C-5.449044337755646,"57.06808144748047,-5.449044337755646",33,413S,NG 91005 02735,10B,169.9010101,148.9010101,,P200,H500,Graham,,NA,
498,266,661,0.4,Manod Mawr,W,Moelwyns,"https://www.google.com/maps/search/?api=1&query=52.98442858071074,-3.9021050246693965",https://www.openstreetmap.org/search?query=52.98442858071074%2C-3.9021050246693965,"52.98442858071074,-3.9021050246693965",124,"18E,18W",SH 72403 44703,30D,352.2010101,241.2010101,5,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Manod_Mawr,
498,266,862,0.31,Sgurr na Feartaig,S,Glen Carron,"https://www.google.com/maps/search/?api=1&query=57.45660458599666,-5.244680435587522",https://www.openstreetmap.org/search?query=57.45660458599666%2C-5.244680435587522,"57.45660458599666,-5.244680435587522",25,429,NH 05450 45350,12A,145.2010101,165.2010101,3,P200,H750,Corbett,Col Connections assumes a perfect Triple Bealach,NA,
500,265,512,0.52,Beinn Ghlas,S,Lorne,"https://www.google.com/maps/search/?api=1&query=56.38166490427225,-5.309807918873817",https://www.openstreetmap.org/search?query=56.38166490427225%2C-5.309807918873817,"56.38166490427225,-5.309807918873817",49,360N,NM 95750 25960,19A,262.9010101,108.9010101,,P200,H500,Marilyn,,NA,
500,265,518,0.51,Lord Arthur's Hill,S,Fraserburgh to Dee Valley,"https://www.google.com/maps/search/?api=1&query=57.266165006561344,-2.8084129232081243",https://www.openstreetmap.org/search?query=57.266165006561344%2C-2.8084129232081243,"57.266165006561344,-2.8084129232081243",37,420E,NJ 51340 19790,21B,211.3810101,141.3810101,,P200,H500,Marilyn,,NA,
500,265,532,0.5,Mwdwl-eithin,W,Hiraethog,"https://www.google.com/maps/search/?api=1&query=53.072760234343164,-3.617718037473928",https://www.openstreetmap.org/search?query=53.072760234343164%2C-3.617718037473928,"53.072760234343164,-3.617718037473928",116,"18E,264S",SH 91715 54060,30C,352.4010101,241.4010101,4,P200,H500,Dewey,,NA,
500,265,641,0.41,Blath Bhalg,S,Pitlochry to Braemar,"https://www.google.com/maps/search/?api=1&query=56.73134898604069,-3.6043323844254487",https://www.openstreetmap.org/search?query=56.73134898604069%2C-3.6043323844254487,"56.73134898604069,-3.6043323844254487",43,387S,NO 01940 61115,06B,217.6010101,139.6010101,,P200,H500,Graham,,NA,
500,265,673,0.39,Carn na Coinnich,S,Strathconon,"https://www.google.com/maps/search/?api=1&query=57.51847552013525,-4.799010826184522",https://www.openstreetmap.org/search?query=57.51847552013525%2C-4.799010826184522,"57.51847552013525,-4.799010826184522",26,431,NH 32460 51045,12A,147.5010101,166.5010101,,P200,H500,Graham,Twin Meall nan Damh at NH353522,http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH353521,
500,265,678,0.39,Baugh Fell,E,Dales: N Fells,"https://www.google.com/maps/search/?api=1&query=54.31976721701033,-2.4004398593688108",https://www.openstreetmap.org/search?query=54.31976721701033%2C-2.4004398593688108,"54.31976721701033,-2.4004398593688108",98,19S,SD 74050 91650,35A,324.2810101,253.2810101,,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Baugh_Fell,
500,265,744,0.36,Meall nan Gabhar,S,Tyndrum Hills,"https://www.google.com/maps/search/?api=1&query=56.37545990024045,-4.858589675080408",https://www.openstreetmap.org/search?query=56.37545990024045%2C-4.858589675080408,"56.37545990024045,-4.858589675080408",50,364N,NN 23570 24020,01D,262.4010101,108.4010101,,P200,H500,Graham,,NA,
507,264,596,0.44,Beinn Uamha,S,Trossachs,"https://www.google.com/maps/search/?api=1&query=56.22719642755486,-4.604213626343526",https://www.openstreetmap.org/search?query=56.22719642755486%2C-4.604213626343526,"56.22719642755486,-4.604213626343526",56,364S,NN 38650 06900,01C,296.3010101,105.3010101,3,P200,H500,Marilyn,,NA,
507,264,702,0.38,Duchray Hill,S,Glen Isla,"https://www.google.com/maps/search/?api=1&query=56.789220869808,-3.3740922607392023",https://www.openstreetmap.org/search?query=56.789220869808%2C-3.3740922607392023,"56.789220869808,-3.3740922607392023",43,387S,NO 16155 67250,07A,215.5010101,140.5010101,,P200,H500,Graham,,NA,
507,264,777,0.34,Meall Horn,S,Reay Forest,"https://www.google.com/maps/search/?api=1&query=58.36154542975517,-4.817606392366652",https://www.openstreetmap.org/search?query=58.36154542975517%2C-4.817606392366652,"58.36154542975517,-4.817606392366652",9,445,NC 35260 44905,16B,102.3010101,184.3010101,2,P200,H750,Corbett,,NA,
511,263,528,0.5,Bidein Bad na h-Iolaire,S,Mamores,"https://www.google.com/maps/search/?api=1&query=56.790413648200634,-5.087951156458493",https://www.openstreetmap.org/search?query=56.790413648200634%2C-5.087951156458493,"56.790413648200634,-5.087951156458493",41,392,NN 11490 70795,04A,225.7010101,131.7010101,,P200,H500,Marilyn,,NA,
511,263,738,0.36,Meall Mor,S,Easter Ross,"https://www.google.com/maps/search/?api=1&query=57.736105428425745,-4.4954891633198875",https://www.openstreetmap.org/search?query=57.736105428425745%2C-4.4954891633198875,"57.736105428425745,-4.4954891633198875",20,437S,NH 51525 74555,15B,121.2510101,182.2510101,,P200,H500,Graham,,NA,
513,262,657,0.4,Place Fell,E,Lakes: FE Fells,"https://www.google.com/maps/search/?api=1&query=54.54430294425993,-2.92008953417993",https://www.openstreetmap.org/search?query=54.54430294425993%2C-2.92008953417993,"54.54430294425993,-2.92008953417993",90,5S,NY 40575 16950,34C,328.6010101,252.6010101,,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Place_Fell,
513,262,678,0.39,Creigiau Gleision,W,Carneddau,"https://www.google.com/maps/search/?api=1&query=53.13581265666699,-3.9013577416769882",https://www.openstreetmap.org/search?query=53.13581265666699%2C-3.9013577416769882,"53.13581265666699,-3.9013577416769882",115,17E,SH 72900 61540,30B,364.2010101,240.2010101,,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Creigiau_Gleision,
513,262,747,0.35,Meall Mor,S,Loch Lomond to Strathyre,"https://www.google.com/maps/search/?api=1&query=56.301013477100085,-4.613600755087442",https://www.openstreetmap.org/search?query=56.301013477100085%2C-4.613600755087442,"56.301013477100085,-4.613600755087442","50,56",364N,NN 38380 15135,01C,282.4010101,104.4010101,2,P200,H500,Graham,,NA,
516,261,595,0.44,Wisp Hill,S,Dumfries/Roxburgh,"https://www.google.com/maps/search/?api=1&query=55.284393414182176,-2.967505409308237",https://www.openstreetmap.org/search?query=55.284393414182176%2C-2.967505409308237,"55.284393414182176,-2.967505409308237",79,"323N,324",NY 38646 99345,28B,304.2510101,235.2510101,,P200,H500,Marilyn,,NA,
516,261,910,0.29,Meall Buidhe,S,Loch Rannoch to Glen Lyon,"https://www.google.com/maps/search/?api=1&query=56.57010104408744,-4.5619744174342305",https://www.openstreetmap.org/search?query=56.57010104408744%2C-4.5619744174342305,"56.57010104408744,-4.5619744174342305",51,378W,NN 42690 44955,02A,248.4010101,115.4010101,2,P200,H750,Corbett,,http://en.wikipedia.org/wiki/Meall_Buidhe_%28Corbett%29,
518,260,512,0.51,Mellbreak,E,Lakes: W Fells,"https://www.google.com/maps/search/?api=1&query=54.55589853819834,-3.3181334446826956",https://www.openstreetmap.org/search?query=54.55589853819834%2C-3.3181334446826956,"54.55589853819834,-3.3181334446826956",89,4S,NY 14850 18650,34B,336.5510101,251.5510101,,P200,H500,Dewey,,http://en.wikipedia.org/wiki/Mellbreak,
518,260,776,0.34,Red Screes,E,Lakes: E Fells,"https://www.google.com/maps/search/?api=1&query=54.470556758817416,-2.9325522419925854",https://www.openstreetmap.org/search?query=54.470556758817416%2C-2.9325522419925854,"54.470556758817416,-2.9325522419925854",90,7N,NY 39660 08755,34C,328.4010101,252.4010101,,P200,H750,Hewitt,,http://en.wikipedia.org/wiki/Red_Screes,
518,260,806,0.32,Beinn nam Fuaran,S,Glen Lochay Hills,"https://www.google.com/maps/search/?api=1&query=56.507096331471644,-4.664586908331041",https://www.openstreetmap.org/search?query=56.507096331471644%2C-4.664586908331041,"56.507096331471644,-4.664586908331041",50,377E,NN 36115 38185,02B,252.4010101,118.4010101,,P200,H750,Corbett,,NA,
518,260,996,0.26,Spidean Mialach,S,Loch Quoich,"https://www.google.com/maps/search/?api=1&query=57.088927668979025,-5.193563498377381",https://www.openstreetmap.org/search?query=57.088927668979025%2C-5.193563498377381,"57.088927668979025,-5.193563498377381",33,414S,NH 06595 04300,10A,163.2010101,146.2010101,2,P200,H750,Munro,,NA,
522,259,508,0.51,Cruach an Lochain,S,Cowal,"https://www.google.com/maps/search/?api=1&query=56.09746347527881,-5.137391791895649",https://www.openstreetmap.org/search?query=56.09746347527881%2C-5.137391791895649,"56.09746347527881,-5.137391791895649",56,"362N,363S",NS 04950 93846,19C,276.4010101,221.4010101,,P200,H500,Marilyn,,NA,
522,259,726,0.36,Moel Eilio,W,Snowdon,"https://www.google.com/maps/search/?api=1&query=53.09734621763562,-4.158810749903915",https://www.openstreetmap.org/search?query=53.09734621763562%2C-4.158810749903915,"53.09734621763562,-4.158810749903915",115,"17W,255",SH 55550 57750,30B,368.3010101,238.3010101,,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Moel_Eilio,
522,259,770,0.34,Stob a'Bhealach an Sgriodain,S,Ardgour,"https://www.google.com/maps/search/?api=1&query=56.797421457876574,-5.482045773322016",https://www.openstreetmap.org/search?query=56.797421457876574%2C-5.482045773322016,"56.797421457876574,-5.482045773322016",40,391,NM 87470 72730,18B,183.4010101,211.4010101,3,P200,H750,Corbett,not named on OS Landranger and Explorer maps,NA,
525,258,516,0.5,Black Mount,S,Pentland Hills,"https://www.google.com/maps/search/?api=1&query=55.698381850380756,-3.465399637971428",https://www.openstreetmap.org/search?query=55.698381850380756%2C-3.465399637971428,"55.698381850380756,-3.465399637971428",72,336,NT 07995 45965,28A,304.4110101,235.4110101,,P200,H500,Marilyn,,NA,
525,258,555,0.46,Beinn a'Bhacaidh,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.17117613209173,-4.595829871580108",https://www.openstreetmap.org/search?query=57.17117613209173%2C-4.595829871580108,"57.17117613209173,-4.595829871580108",34,416S,NH 43150 11915,09B,201.4510101,142.4510101,,P200,H500,Marilyn,,NA,
525,258,645,0.4,Drygarn Fawr,W,Rhayader,"https://www.google.com/maps/search/?api=1&query=52.21213818115014,-3.665592473738094",https://www.openstreetmap.org/search?query=52.21213818115014%2C-3.665592473738094,"52.21213818115014,-3.665592473738094",147,"187N,200W",SN 86295 58410,31C,380.8010101,245.8010101,4,P200,H500,Hewitt,,http://en.wikipedia.org/wiki/Drygarn_Fawr,
525,258,759,0.34,Beinn a'Chapuill,S,Arnisdale,"https://www.google.com/maps/search/?api=1&query=57.17310611113463,-5.5827968592343815",https://www.openstreetmap.org/search?query=57.17310611113463%2C-5.5827968592343815,"57.17310611113463,-5.5827968592343815",33,"413N,413S",NG 83515 14835,10A,165.2010101,144.2010101,,P200,H750,Graham,,NA,
525,258,1029,0.25,Carn an Righ,S,"Glens Callater, Shee & Ey","https://www.google.com/maps/search/?api=1&query=56.87652630074267,-3.5952869304715995",https://www.openstreetmap.org/search?query=56.87652630074267%2C-3.5952869304715995,"56.87652630074267,-3.5952869304715995",43,387N,NO 02870 77260,06B,215.7510101,140.7510101,,P200,H1000,Munro,,NA,
525,258,1157,0.22,Beinn Bhrotain,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.00981802058639,-3.7237605779800713",https://www.openstreetmap.org/search?query=57.00981802058639%2C-3.7237605779800713,"57.00981802058639,-3.7237605779800713",43,403S,NN 95415 92285,08A,211.5610101,141.5610101,2,P200,H1000,Munro,,NA,
531,257,665,0.39,Meall Tairbh,S,Glen Etive to Glen Lochy,"https://www.google.com/maps/search/?api=1&query=56.49770042838627,-4.843003927470154",https://www.openstreetmap.org/search?query=56.49770042838627%2C-4.843003927470154,"56.49770042838627,-4.843003927470154",50,377E,NN 25095 37580,03C,246.6010101,127.6010101,3,P200,H500,Graham,,NA,
531,257,701,0.37,Meall Garbh,S,Glen Etive to Glen Lochy,"https://www.google.com/maps/search/?api=1&query=56.48665190196242,-4.976858358870054",https://www.openstreetmap.org/search?query=56.48665190196242%2C-4.976858358870054,"56.48665190196242,-4.976858358870054",50,377W,NN 16805 36700,03C,246.4010101,127.4010101,,P200,H500,Graham,,NA,
